

 107                   : lake code
Cheewhat Lk         
880519                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
clear,calm, 1/4 moon down by 24:00, AT 8 ST 14.5 d
7 trawls: 22 sx,211 stk, 3 scp.                                                                               

depth / transect / targets / %sockeye / %stickleback

  2-5   1     23  0.00  1.00
  2-5   2     20  0.00  1.00
  2-5   3      3  0.00  1.00
  2-5   4     25  0.00  1.00
  2-5   5     18  0.00  1.00
  2-5   6     24  0.00  1.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1    167  0.82  0.18
 5-10   2    149  0.82  0.18
 5-10   3    127  0.82  0.18
 5-10   4    353  0.82  0.18
 5-10   5    134  0.82  0.18
 5-10   6    430  0.82  0.18
10-15   1      4  0.82  0.18
10-15   2     26  0.82  0.18
10-15   3     19  0.82  0.18
10-15   4     22  0.82  0.18
10-15   5      0  0.00  0.00
10-15   6     36  0.82  0.18
15-20   1      0  0.06  0.94
15-20   2     11  0.06  0.94
15-20   3     25  0.06  0.94
15-20   4     10  0.06  0.94
15-20   5      0  0.00  0.00
15-20   6    105  0.06  0.94


 107                   : lake code
Cheewhat Lk         processed on 26Jul88 by PR.
880721                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
0->60%(fog) by 0130,light wind,1/2 moon down 2330.
7 trawls:270 Sx, 1Stk                                                                                         

depth / transect / targets / %sockeye / %stickleback

  2-5   1      6  1.00  0.00
  2-5   2      0  1.00  0.00
  2-5   3      4  1.00  0.00
  2-5   4      6  1.00  0.00
  2-5   5      5  1.00  0.00
  2-5   6      7  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1    157  1.00  0.00
 5-10   2    237  1.00  0.00
 5-10   3    128  1.00  0.00
 5-10   4    160  1.00  0.00
 5-10   5     33  1.00  0.00
 5-10   6    429  1.00  0.00
10-15   1      8  0.98  0.02
10-15   2    103  0.98  0.02
10-15   3     31  0.98  0.02
10-15   4    161  0.98  0.02
10-15   5      0  0.00  0.00
10-15   6    128  0.98  0.02
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3      8  0.98  0.02
15-20   4     17  0.98  0.02
15-20   5      0  0.00  0.00
15-20   6     47  0.98  0.02


 107                   : lake code
Cheewhat Lk         processed on 23Aug88 by PR.
880819                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
0->100% fog,light wind,AT 19 ST 11.5 deg C.
7 trawls:171 Sx,6 Stk, 1 Sx adlt.                                                                             

depth / transect / targets / %sockeye / %stickleback

  2-5   1     13  0.00  1.00
  2-5   2      1  0.00  1.00
  2-5   3      4  0.00  1.00
  2-5   4      1  0.00  1.00
  2-5   5      3  0.00  1.00
  2-5   6     20  0.00  1.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
 5-10   1    111  0.97  0.03
 5-10   2    130  0.97  0.03
 5-10   3     82  0.97  0.03
 5-10   4    101  0.97  0.03
 5-10   5     30  0.97  0.03
 5-10   6    220  0.97  0.03
10-15   1     56  0.97  0.03
10-15   2    124  0.97  0.03
10-15   3    194  0.97  0.03
10-15   4    170  0.97  0.03
10-15   5      0  0.00  0.00
10-15   6    371  0.97  0.03
15-20   1      0  0.00  0.00
15-20   2      0  0.00  0.00
15-20   3      0  0.00  0.00
15-20   4     43  0.97  0.03
15-20   5      0  0.00  0.00
15-20   6     65  0.97  0.03


  29                   : lake code
Devon Lk            processed on 01Sep88 by PR.
880730                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
90->95% cloud.calm.full moon down @0200.
AT 13, ST 13.5 @0210                                                                                          

depth / transect / targets / %sockeye / %stickleback

  2-5   1     71  0.06  0.94
  2-5   2     47  0.06  0.94
  2-5   3     33  0.06  0.94
  2-5   4     30  0.06  0.94
  2-5   5     44  0.06  0.94
  2-5   6     78  0.06  0.94
  2-5   7    157  0.06  0.94
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
  3-5   7      0  0.00  0.00
 5-10   1    161  0.09  0.91
 5-10   2    214  0.09  0.91
 5-10   3     78  0.09  0.91
 5-10   4     91  0.09  0.91
 5-10   5     42  0.09  0.91
 5-10   6    205  0.09  0.91
 5-10   7    449  0.09  0.91
10-15   1     45  0.09  0.91
10-15   2     55  0.09  0.91
10-15   3     50  0.09  0.91
10-15   4     58  0.09  0.91
10-15   5    181  0.09  0.91
10-15   6     64  0.09  0.91
10-15   7    108  0.09  0.91
15-20   1     18  0.10  0.90
15-20   2     14  0.10  0.90
15-20   3     16  0.10  0.90
15-20   4     22  0.10  0.90
15-20   5     43  0.10  0.90
15-20   6      5  0.10  0.90
15-20   7     26  0.10  0.90
20-30   1      4  0.10  0.90
20-30   2      7  0.10  0.90
20-30   3     16  0.10  0.90
20-30   4     22  0.10  0.90
20-30   5     54  0.10  0.90
20-30   6      6  0.10  0.90
20-30   7      5  0.10  0.90
30-40   1      0  1.00  0.00
30-40   2      1  0.10  0.90
30-40   3      0  1.00  0.00
30-40   4      0  1.00  0.00
30-40   5      0  1.00  0.00
30-40   6      0  0.00  0.00
30-40   7      1  0.10  0.90
40-50   1      0  1.00  0.00
40-50   2      0  0.00  0.00
40-50   3      0  1.00  0.00
40-50   4      0  1.00  0.00
40-50   5      0  1.00  0.00
40-50   6      0  0.00  0.00
40-50   7      1  1.00  0.00
50-60   1      0  0.00  0.00
50-60   2      0  0.00  0.00
50-60   3      0  0.00  0.00
50-60   4      0  0.00  0.00
50-60   5      0  0.00  0.00
50-60   6      0  0.00  0.00
50-60   7      0  0.00  0.00
60-70   1      0  0.00  0.00
60-70   2      0  0.00  0.00
60-70   3      0  0.00  0.00
60-70   4      0  0.00  0.00
60-70   5      0  0.00  0.00
60-70   6      0  0.00  0.00
60-70   7      0  0.00  0.00


 181                   : lake code
Ellerslie Lk        counted by RET, 02Dec88.
880831                 : date
SIMRAD               2 : 1 = FURUNO FM 22  /  2 = SIMRAD
10   : Sounder Gain    : Sounder Gain
30-20%cld,mod-nilwnd,mn3rdqutr,AT13ST17degC.
                                                                                                              

depth / transect / targets / %sockeye / %stickleback

  2-5   1      5  0.95  0.05
  2-5   2      1  0.95  0.05
  2-5   3      0  1.00  0.00
  2-5   4      5  0.95  0.05
  2-5   5      0  1.00  0.00
  2-5   6      0  1.00  0.00
  2-5   7      0  1.00  0.00
  2-5   8      2  0.95  0.05
  2-5   9      2  0.95  0.05
  2-5  10      0  1.00  0.00
  2-5  11      1  1.00  0.00
  2-5  12      1  1.00  0.00
  2-5  13      1  1.00  0.00
  2-5  14      1  1.00  0.00
  3-5   1      0  0.00  0.00
  3-5   2      0  0.00  0.00
  3-5   3      0  0.00  0.00
  3-5   4      0  0.00  0.00
  3-5   5      0  0.00  0.00
  3-5   6      0  0.00  0.00
  3-5   7      0  0.00  0.00
  3-5   8      0  0.00  0.00
  3-5   9      0  0.00  0.00
  3-5  10      0  0.00  0.00
  3-5  11      0  0.00  0.00
  3-5  12      0  0.00  0.00
  3-5  13      0  0.00  0.00
  3-5  14      0  0.00  0.00
 5-10   1     40  0.95  0.05
 5-10   2     21  0.95  0.05
 5-10   3     26  0.95  0.05
 5-10   4     39  0.95  0.05
 5-10   5     59  0.95  0.05
 5-10   6     16  0.95  0.05
 5-10   7     15  0.95  0.05
 5-10   8      4  0.95  0.05
 5-10   9      7  0.95  0.05
 5-10  10     15  0.95  0.05
 5-10  11     11  0.95  0.05
 5-10  12     19  0.95  0.05
 5-10  13     19  0.95  0.05
 5-10  14     13  0.95  0.05
10-15   1     91  1.00  0.00
10-15   2     43  1.00  0.00
10-15   3     18  1.00  0.00
10-15   4     22  1.00  0.00
10-15   5     43  1.00  0.00
10-15   6     40  1.00  0.00
10-15   7      2  1.00  0.00
10-15   8      1  1.00  0.00
10-15   9      0  1.00  0.00
10-15  10      1  1.00  0.00
10-15  11     13  1.00  0.00
10-15  12     24  1.00  0.00
10-15  13      0  1.00  0.00
10-15  14     40  1.00  0.00
15-20   1     19  1.00  0.00
15-20   2      3  1.00  0.00
15-20   3      6  1.00  0.00
15-20   4      3  1.00  0.00
15-20   5     10  1.00  0.00
15-20   6      9  1.00  0.00
15-20   7      0  1.00  0.00
15-20   8      0  1.00  0.00
15-20   9      1  1.00  0.00
15-20  10      0  1.00  0.00
15-20  11      1  1.00  0.00
