source_file,lake,lake_code,survey_date,sounder_type,sounder_gain,acoustic_survey_notes
TARGET83.DAT,DEVON               NIGHT SURVEY,29,1983-09-09,FURUNO FM 22         1,10,OVERCAST WATER TEMP 12C.
TARGET83.DAT,EDEN                NIGHT SURVEY,25,1983-09-02,FURUNO FM 22         1,10,"OVERCAST,RAIN WATER TEMP 13C."
TARGET83.DAT,GREAT CENTRAL       NIGHT SURVEY,1,1983-08-30,SIMRAD               2,9,NA
TARGET83.DAT,GREAT CENTRAL       NIGHT SURVEY,1,1983-11-01,SIMRAD               2,9,TRANSECT 5 NOT COUNTABLE DUE TO ROUGH WATER
TARGET83.DAT,HENDERSON           NIGHT SURVEY,3,1983-07-25,FURUNO FM 22         1,10,NA
TARGET83.DAT,HENDERSON           NIGHT SURVEY,3,1983-09-14,FURUNO FM 22         1,10,CLEAR WATER TEMP 17.5C.
TARGET83.DAT,HENDERSON           NIGHT SURVEY,3,1983-11-02,FURUNO FM 22         1,10,"OVERCAST,RAIN TRANSECT 2 NOT COUNTABLE DUE TO ROUGH WATER. ESTIMATE IS LOW TARGETS PRESENT BELOW 50M. BUT 0-50M. SCALE USED"
TARGET83.DAT,HOBITON             ADULT SURVEY,6,1983-06-29,SIMRAD               2,4,ADULT SURVEY
TARGET83.DAT,HOBITON             DAY SURVEY,6,1984-03-07,FURUNO FM 22         1,10,"CLEAR,SUNNY,CALM DAY SURVEY  NO TRAWL DATA"
TARGET83.DAT,HOBITON             NIGHT SURVEY,6,1983-06-28,SIMRAD               2,9,NO TRAWLS DONE ASSUME ALL SOCKEYE
TARGET83.DAT,HOBITON             NIGHT SURVEY,6,1983-07-24,FURUNO FM 22         1,10,NA
TARGET83.DAT,HOBITON             NIGHT SURVEY,6,1983-09-15,FURUNO FM 22         1,10,CLOUDY RAIN
TARGET83.DAT,HOBITON             NIGHT SURVEY,6,1983-10-31,FURUNO FM 22         1,10,"OVERCAST,RAIN,WIND"
TARGET83.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-03-06,SIMRAD               2,10,"CALM, CLEAR, 1/4 MOON TR #5&10 WERE SOUNDED WITH FM22, TARG WERE * BY 1.76 TO EQUATE THEM WITH EYM BEAM AREA."
TARGET83.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-03-08,SIMRAD               2,10,"CALM, CLEAR, 1/4 MOON. THIS SURVEY WAS DONE ON MARCH 7 1984."
TARGET83.DAT,IAN                 NIGHT SURVEY,26,1983-09-01,FURUNO FM 22         1,10,"CLOUDY,RAIN,WINDY WATER TEMP 16C."
TARGET83.DAT,JANSEN              NIGHT SURVEY,108,1983-11-07,FURUNO FM 22         1,10,NA
TARGET83.DAT,KCA                 NIGHT SURVEY,40,1983-09-14,SIMRAD               2,9,NA
TARGET83.DAT,KCA                 NIGHT SURVEY,40,1983-10-05,FURUNO FM 22         1,10,NA
TARGET83.DAT,KMA                 NIGHT SURVEY,41,1983-09-13,SIMRAD               2,9,NA
TARGET83.DAT,KMA                 NIGHT SURVEY,41,1983-10-04,FURUNO FM 22         1,10,NA
TARGET83.DAT,LOWE                NIGHT SURVEY,20,1983-09-05,FURUNO FM 22         1,10,"OVERCAST,RAIN WATER TEMP 15.5C."
TARGET83.DAT,Long Lk (A)         NIGHT SURVEY,801,1983-06-03,FURUNO FM 22         1,10,NA
TARGET83.DAT,Long Lk (A)         NIGHT SURVEY,801,1983-07-18,FURUNO FM 22         1,10,NA
TARGET83.DAT,Long Lk (A)         NIGHT SURVEY,801,1983-08-24,FURUNO FM 22         1,10,PARTIAL OVERCAST FULL MOON TRANSECTS 1-5
TARGET83.DAT,Long Lk (A)         NIGHT SURVEY,801,1983-11-15,FURUNO FM 22         1,10,"OVERCAST,RAIN TRANSECTS 1-5"
TARGET83.DAT,Long Lk (B)         NIGHT SURVEY,802,1983-06-04,FURUNO FM 22         1,10,TRANSECTS 6-9
TARGET83.DAT,Long Lk (B)         NIGHT SURVEY,802,1983-07-19,FURUNO FM 22         1,10,NA
TARGET83.DAT,Long Lk (B)         NIGHT SURVEY,802,1983-08-25,FURUNO FM 22         1,10,PARTIAL OVERCAST FULL MOON TRANSECTS 6-9
TARGET83.DAT,Long Lk (B)         NIGHT SURVEY,802,1983-11-15,FURUNO FM 22         1,10,"OVERCAST,RAIN TRANSECTS 6-9"
TARGET83.DAT,MERCER              NIGHT SURVEY,32,1983-08-31,FURUNO FM 22         1,10,"OVERCAST,LIGHT WIND WATER TEMP 13C."
TARGET83.DAT,MUCHALAT            NIGHT SURVEY,45,1983-11-06,FURUNO FM 22         1,10,"OVERCAST,MIXED RAIN AND SNOW TRANSECT  5 NOT SOUNDED DUE TO TRANSECT LIGHT FAILURE. ESTIMATE BASED ON 4 TRANSECTS"
TARGET83.DAT,MURIEL              NIGHT SURVEY,44,1983-06-21,FURUNO FM 22         1,10,%SOCK = SOCKEYE FRY & SOCKEYE SMOLTS.  %STICK = STICKLEBACK
TARGET83.DAT,MURIEL              NIGHT SURVEY,44,1983-09-01,SIMRAD               2,9,NA
TARGET83.DAT,MURIEL              NIGHT SURVEY,44,1983-11-04,FURUNO FM 22         1,10,"SOME OVERCAST AND RAIN, CALM"
TARGET83.DAT,NIMPKISH            NIGHT SURVEY,21,1983-06-01,FURUNO FM 22         1,10,NA
TARGET83.DAT,NIMPKISH            NIGHT SURVEY,21,1983-07-21,FURUNO FM 22         1,10,NA
TARGET83.DAT,NIMPKISH            NIGHT SURVEY,21,1983-08-26,FURUNO FM 22         1,10,"CLEAR,WINDY,7/8 MOON WATER TEMP 17C."
TARGET83.DAT,PORT JOHN           NIGHT SURVEY,110,1983-08-23,FURUNO FM 22         1,10,"OVERCAST,CALM WATER TEMP 17C."
TARGET83.DAT,SPROAT              NIGHT SURVEY,2,1983-08-23,SIMRAD               2,9,NA
TARGET83.DAT,SPROAT              NIGHT SURVEY,2,1983-11-28,FURUNO FM 22         1,10,"CLEAR,CALM,NO MOON"
TARGET83.DAT,WOSS                NIGHT SURVEY,22,1983-07-20,FURUNO FM 22         1,10,NA
TARGET83.DAT,WOSS                NIGHT SURVEY,22,1983-08-22,FURUNO FM 22         1,10,NA
TARGET83.DAT,WOSS                NIGHT SURVEY,22,1983-11-09,FURUNO FM 22         1,10,"OVERCAST,RAINY PERIODS 0-50 SCALE USED TARGETS PRESENT BELOW 50M ESTIMATE MAY BE LOW"
TARGET83.DAT,YAKOUN              NIGHT SURVEY,69,1983-09-03,FURUNO FM 22         1,10,"OVERCAST,WIND,DRAIN NO TRAWLS DONE DUE TO POOR WEATHER"
TARGET83.DAT,YAKOUN              NIGHT SURVEY,69,1983-09-10,FURUNO FM 22         1,10,NA
TARGET84.DAT,Awun Lk             NIGHT SURVEY,27,1984-09-06,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. NO FISH CAUGHT IN SURFACE TRAWL
TARGET84.DAT,Bonilla Lk          NIGHT SURVEY,31,1984-08-27,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT
TARGET84.DAT,Cheewhat Lk         ADULT ESTIMATE,107,1984-08-16,SIMRAD               2,10,ADULT SURVEY @ G4
TARGET84.DAT,Cheewhat Lk         NIGHT SURVEY,107,1984-08-15,SIMRAD               2,10,NO FISH ON SURFACE
TARGET84.DAT,Curtis Lk           NIGHT SURVEY,28,1984-08-28,FURUNO FM 22         1,10,NA
TARGET84.DAT,Devon Lk            NIGHT SURVEY,29,1984-08-29,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT
TARGET84.DAT,Eden Lk             NIGHT SURVEY,25,1984-09-01,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. NO FISH CAUGHT IN SURFACE TRAWL
TARGET84.DAT,Glendale Lk         NIGHT SURVEY,120,1984-11-03,FURUNO FM 22         1,10,"100 % OVERCAST, SHOWERS,CALM SURFACE TEMP 8 C."
TARGET84.DAT,Great Central Lk    NIGHT SURVEY,1,1984-10-15,FURUNO FM 22         1,10,"40% OVERCAST,CALM, WATER TEMP 12 C. WATER LEVEL HIGH. FLOOD CONDITIONS."
TARGET84.DAT,Henderson LK        NIGHT SURVEY,3,1984-08-14,SIMRAD               2,10,"TR#7,6&4 NOT COUNTABLE DUE TO HIGH TARGET DENSITY. NO FISH ON SURFACE"
TARGET84.DAT,Henderson Lk        night survey,3,1984-10-28,FURUNO FM 22         1,10,"light rain, 80% cloud cover, calm-choppy."
TARGET84.DAT,Hesquiat Lk         NIGHT SURVEY,119,1984-10-27,FURUNO FM 22         1,10,"90 % OVERCAST, CALM. SURFACE TEMP 9 C."
TARGET84.DAT,Heydon Lk           NIGHT SURVEY,50,1984-11-04,FURUNO FM 22         1,10,"70 % OVERCAST, 3/4 MOON SURFACE TEMP ?"
TARGET84.DAT,Hobiton Lk          ADULT DAY SURVEY,6,1984-06-13,SIMRAD               2,6,"CLEAR, SUNNY, ROUGH TR#6 NOT SOUNDED. WINDY BLOWN OFF TRANSECT LINES"
TARGET84.DAT,Hobiton Lk          ADULT NIGHT SURVEY,6,1984-07-14,SIMRAD               2,5,ADULT SURVEY GAIN 5
TARGET84.DAT,Hobiton Lk          ADULT SURVEY @G4,6,1984-08-17,SIMRAD               2,4,ADULT SURVEY
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-04-18,SIMRAD               2,10,"ALTERNATING CLOUD & CLEAR. WATER RIPPLED. NO TRAWLING DONE DUE TO ENGINE TROUBLE. TR# 1,6&7 NOT SOUNDED. WATER TEMP 9.5 C."
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-04-25,SIMRAD               2,10,CLEAR SURFACE TEMP 9.5 C. PROP SOCK = PROP SOCK FRY. PROP STICK = PROP SOCK SMOLTS. 2 SMOLTS & 2 FRY CAUGHT IN SURFA
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-05-02,SIMRAD               2,10,PROP SOCK = PROP SOCK FRY  PROP STICK = PROP SOCK SMOLTS. 2 SMOLTS CAUGHT IN SURFACE TRAWL 15 MIN.
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-05-10,SIMRAD               2,10,"RAIN,WATER CALM PROP SOCK = PROP SOCK FRY. PROP STICK = PROP SOCK SMOLTS. TR #6,9 &10 NOT SOUNDED.  NO FISH CAUGHT IN SURFACE"
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-05-16,SIMRAD               2,10,"HIGH OVERCAST,WATER CALM PROP SOCK = PROP SOCK FRY. NO SURFACE TRAWLS DONE."
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-05-31,SIMRAD               2,10,PROP STICK = PROP SOCK SMOLTS. NO FISH CAUGHT IN SURFACE TRAWL.
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-06-07,SIMRAD               2,10,"OVERCAST,CALM NO FISH CAUGHT IN SURFACE TRAWL."
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-06-12,SIMRAD               2,10,"OVERCAST,CALM NO FISH CAUGHT IN SURFACE TRAWL."
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-06-18,SIMRAD               2,10,"OVERCAST, CALM NO FISH CAUGHT IN SURFACE TRAWL."
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-06-29,SIMRAD               2,10,NO TRAWL PERFORMED.
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-07-05,SIMRAD               2,10,NO FISH CAUGHT IN 15MIN. OF SURFACE TRAWLING.
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-07-13,SIMRAD               2,10,SOME DENSE TARGETS.
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-08-16,SIMRAD               2,10,NO FISH ON SURFACE
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-12-17,FURUNO FM 22         1,10,"CLEAR, CALM"
TARGET84.DAT,Hobiton Lk          NIGHT SURVEY,6,1984-12-18,SIMRAD               2,10,"CLEAR, CALM"
TARGET84.DAT,Hobiton Lk          night survey,6,1984-10-29,FURUNO FM 22         1,10,"100% overcast, choppy"
TARGET84.DAT,Ian Lk              NIGHT SURVEY,26,1984-09-08,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. NO POPULATION BREAKDOWN PROP SOCK= TOTAL FISH
TARGET84.DAT,Jansen Lk           NIGHT SURVEY,108,1984-08-19,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. 2 STICK CAUGHT IN SURFACE TRAWL.
TARGET84.DAT,KCA                 JUVENILE SURVEY,40,1985-01-23,FURUNO FM 22         1,10,"CALM, SURFACE & AIR TEMP. = 6 DEG. C. COUNTS BELOW 20 M, AT TRANS #2, ARE MINIMUM COUNTS, counted 850205 PR"
TARGET84.DAT,KCA                 JUVENILE SURVEY,40,1985-01-23,SIMRAD               2,10,"CALM, WATER & AIR TEMP. = 6 DEG. C. COUNTED FEB. 6/85 BY PR. MINIMUM COUNTS: T6,20-30M; T3,40-50M; T4&7,60-70M"
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-05-01,FURUNO FM 22         1,10,"CLOUDY,RAIN 353 FISH CAUGHT IN 30 MIN OF SURFACE TRAWL."
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-05-29,FURUNO FM 22         1,10,152 FISH CAUGHT IN 30 MIN OF SURFACE TRAWLING.
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-06-12,FURUNO FM 22         1,10,PARTIAL OVERCAST 77 SOCK & 25 STICK CAUGHT IN 30 MIN OF SURFACE TRAWLING.
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-06-25,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. 11 SOCK & 28 STICK CAUGHT IN 30 MIN. OF SURFACE TRAWLING.
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-07-02,FURUNO FM 22         1,10,"OVERCAST,CALM 9 SOCK 53 STICK CAUGHT IN 30MIN OF SURFACE TRAWLING.SURFACE 'TARGETS' PRESENT."
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-07-10,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. 5 STICK CAUGHT IN 45 MIN OF SURFACE TRAWLING.
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-08-01,FURUNO FM 22         1,10,SURFACE 'TARGETS'PRESENT
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-08-14,SIMRAD               2,10,SURFACE 'TARGETS' PRESENT 17 STICK CAUGHT IN 45 MIN OF SURFACE TRAWLING.
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-09-26,FURUNO FM 22         1,10,"25% CLOUD COVER, WATER RIPPLED. WATER TEMP 16 C."
TARGET84.DAT,Kennedy L (Clay)    NIGHT SURVEY,40,1984-11-17,FURUNO FM 22         1,10,"HEAVY RAIN, CHOPPY NEW TRANSDUCER"
TARGET84.DAT,"Kennedy L (Clay)    NIGHT SURVEY, SURFACE 'TARGETS' PRESENT",40,1984-07-15,FURUNO FM 22         1,10,PATCHES OF DENSE TARGETS. INTERFERENCE DUE TO IGNITION NOISE. 11 STICK CAUGHT IN 45 MIN OF SURFACE TRAWLING.
TARGET84.DAT,"Kennedy L (Clay)    NIGHT SURVEY, SURFACE 'TARGETS' PRESENT",40,1984-07-23,FURUNO FM 22         1,10,3 STICK CAUGHT IN 45 MIN OF SURFACE TRAWLING.
TARGET84.DAT,Kennedy L (Main)    NIGHT SURVEY,41,1984-09-28,FURUNO FM 22         1,10,"WATER RIPPLED, 1/4 MOON SET 2020."
TARGET84.DAT,Kennedy L (Main)    NIGHT SURVEY,41,1984-11-19,FURUNO FM 22         1,10,"SHOWERS, 100% OVERCAST, CALM WATER TEMP 8.5 C."
TARGET84.DAT,Long Lk (A)         NIGHT SURVEY,801,1984-09-13,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT
TARGET84.DAT,Long Lk (A)         night survey,801,1984-11-10,FURUNO FM 22         1,10,"clear, 3/4 moon up at 2000, calm water temp 7.5 C"
TARGET84.DAT,Long Lk (B)         NIGHT SURVEY,802,1984-09-14,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT
TARGET84.DAT,Long Lk (B)         night survey,802,1984-11-11,FURUNO FM 22         1,10,"10% cloud cover, 3/4 moon, calm"
TARGET84.DAT,Lowe Lk             NIGHT SURVEY,20,1984-08-31,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. NO FISH CAUGHT IN SURFACE TRAWL.
TARGET84.DAT,Mathers Lk          NIGHT SURVEY,55,1984-09-04,FURUNO FM 22         1,10,"10 % OVERCAST, 3/4 MOON. SURFACE TEMP 14.5 C. NO FISH CAUGHT IN SURFACE TRAWL. SURFACE 'TARGETS' PRESENT."
TARGET84.DAT,Megin Lk            NIGHT SURVEY,118,1984-10-26,FURUNO FM 22         1,10,"CLEAR, CALM SURFACE TEMP 9 C."
TARGET84.DAT,Mercer Lk           NIGHT SURVEY,32,1984-09-05,FURUNO FM 22         1,10,NA
TARGET84.DAT,Muchalat Lk         NIGHT SURVEY,45,1984-10-25,FURUNO FM 22         1,10,"100% OVERCAST, RAIN ,WATER RIPPLED"
TARGET84.DAT,Muriel Lk           NIGHT SURVEY,44,1984-06-27,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. 1 STICK & 1 LAMPREY CAUGHT IN 45 MIN OF SURFACE TRAWLING.
TARGET84.DAT,Muriel Lk           NIGHT SURVEY,44,1984-11-20,FURUNO FM 22         1,10,"CLEAR, CALM SURFACE TEMP 8 C. SPECIES BREAKDOWN IS AN AGGREGATE OF ALL TRAWLS DUE TO POOR TRAWL CATCH."
TARGET84.DAT,Nahwitti Lk         NIGHT SURVEY,121,1984-11-15,SIMRAD               2,10,"HIGH OVERCAST, CALM SURFACE TEMP 7 C."
TARGET84.DAT,Nimpkish Lk         NIGHT SURVEY,21,1984-08-22,FURUNO FM 22         1,10,"90 % OVERCAST, STRONG WINDS."
TARGET84.DAT,Nimpkish Lk         NIGHT SURVEY,21,1984-11-08,SIMRAD               2,10,"50% OVECAST, 3/4 MOON UP 1900, CHOPPY SURFACE TEMP 9 C. POOR ESTIMATE- TARGETS OBSCURED DUE TO CHOP."
TARGET84.DAT,Phillips Lk         NIGHT SURVEY,59,1984-11-05,FURUNO FM 22         1,10,"100 % OVERCAST, WATER RIPPLED. SURFACE TEMP 7 C."
TARGET84.DAT,Quatse Lk           NIGHT SURVEY,122,1984-11-13,SIMRAD               2,20,"0 % UNTILL 2100 THEN 40 % OVERCAST, CALM SURFACE TEMP 7 C."
TARGET84.DAT,Sproat Lk           NIGHT SURVEY,2,1984-10-01,FURUNO FM 22         1,10,"10 % OVERCAST,CALM, NO MOON. A FEW TARGETS PRESENT BELOW 50 M. BUT NOT COUNTED."
TARGET84.DAT,Woss Lk             NIGHT SURVEY,22,1984-08-21,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT. NO FISH CAUGHT IN SURFACE TRAWL.
TARGET84.DAT,Woss Lk             NIGHT SURVEY,22,1984-11-07,SIMRAD               2,10,"60% OVERCAST, FULL MOON UP 1930, CALM"
TARGET84.DAT,Yakoun Lk           NIGHT SURVEY,69,1984-09-09,FURUNO FM 22         1,10,SURFACE 'TARGETS' PRESENT
TARGET85.DAT,Awun Lk             Juvenile Survey,27,1985-08-29,SIMRAD               2,10,"60-90%, calm, full all night, At: 15 0c (2330), Wt: 16 0c, JC 851216"
TARGET85.DAT,Cheewhat Lk         Juvenile Survey,107,1985-03-14,SIMRAD               2,10,"0%, no ppt, calm, At: 5 0c (1939), Wt: 7.5 0c, PR 850319,"
TARGET85.DAT,Cheewhat Lk         Juvenile survey,107,1985-08-20,SIMRAD               2,10,"10% cloud -> 0, light wind -> nil, 1/4 moon set @2 AT 12, ST 20 deg C. PR counter"
TARGET85.DAT,Devon Lk            Juvenile Survey,29,1985-09-08,FURUNO FM 22         1,10,"0%, CALM, NO PPT, 1/2 MOON RISE 0200, AT: 11 0C, WT: 15 0C, JC 860102, W/ NEW TRANSECTS."
TARGET85.DAT,Eden Lk             Juvenile Survey,25,1985-08-30,SIMRAD               2,10,"90-100%, light rain, moon full-obscured, At: 15 0c, Wt: 16 0c,JC 851216."
TARGET85.DAT,GCL                 Juvenile Survey,1,1985-12-10,SIMRAD               2,10,"100%, no ppt, no moon, At: 2 0c (2200), Wt: 5 0c, JC 860113."
TARGET85.DAT,GCL                 Juvenile Survey,1,1985-12-11,FURUNO FM 22         1,10,"100%, foggy, no ppt, no moon, At: 2 0c (2200) Wt: 5 0c, cabin heated 10-18 0c for furuno JC 860111."
TARGET85.DAT,Glendale Lk         Juvenile Survey,120,1985-10-16,SIMRAD               2,10,"100%, breeze, heavy rain, no moon, At: 11 0c (2330), Wt: 10.5 0c, JC 851207."
TARGET85.DAT,Henderson Lk        Juvenile survey,3,1985-08-17,SIMRAD               2,10,"clear -> 100% fog by 0300, moderate wind, no moon. AT 17, ST 19 deg C. Min counts Trans 1,2,3; strata 10 to 30 m incl, PR counter."
TARGET85.DAT,Henderson Lk        Juvenile survey,3,1985-08-18,FURUNO FM 22         1,10,"0->100% fog by 0300, moderate wind, no moon; At: 17 0c, Furuno #7713, PR counter."
TARGET85.DAT,Heydon Lk           Juvenile Survey,50,1985-09-15,SIMRAD               2,10,"100%, light breeze, heavy rain, no moon, At: 14 0c, Wt: 16 0c, JC 860103."
TARGET85.DAT,Hobiton Lk,6,1985-11-27,SIMRAD               2,10,"cloud cover 30-10%, strong breeze, full moon 1700- 0300, At: -4 0c, Wt: 6 0c, JC 851209"
TARGET85.DAT,Hobiton Lk,6,1985-11-28,FURUNO FM 22         1,10,"10-30%, strong winds, full moon before sunset-0300 At: -4 0c (2330), Wt:6 0c, JC 860207, Juvenile, lateral drifting."
TARGET85.DAT,Hobiton Lk          Juvenile Survey,6,1985-02-16,SIMRAD               2,10,"foggy, calm, showers, At: 7.5 0c, (0000), Wt: 6 0c, PR 850220,"
TARGET85.DAT,Hobiton Lk          Juvenile Survey,6,1985-02-17,FURUNO FM 22         1,10,"foggy, calm, no moon,light ppt, At: 7.5 0c (2000), PR 850219."
TARGET85.DAT,Hobiton Lk          Juvenile Survey,6,1985-05-30,SIMRAD               2,10,"Clear,calm,3/4 moon Surfc Temp 16 deg C, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile Survey,6,1985-06-04,SIMRAD               2,10,"calm, 80% cloud, fullmoon behind cloud, Wt: 16 0c."
TARGET85.DAT,Hobiton Lk          Juvenile Survey,6,1985-08-18,SIMRAD               2,10,"90% sea fog,light wind,no moon;AT 18, ST 20 deg C. minimum counts: Trans 4, 5-10 m strata, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile Survey,6,1985-08-19,FURUNO FM 22         1,10,"90% sea fog,light wind,no moon;AT 18, ST 20 deg C,"
TARGET85.DAT,Hobiton Lk          Juvenile night survey,6,1985-06-10,SIMRAD               2,10,"10-100% cloud, calm -> rippled, no moon, surfc. temp. : 17 deg C, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile survey,6,1985-06-24,SIMRAD               2,10,"0%, no ppt, calm, At: 14/13 0c, (2330/2150) Wt: 17 0c, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile survey,6,1985-07-03,SIMRAD               2,10,"0%, calm, no ppt, 3/4 moon up @0300, At: 14 0c (2317), Wt: 17.5 0c, PR counter"
TARGET85.DAT,Hobiton Lk          Juvenile survey,6,1985-07-09,SIMRAD               2,10,"0->75% cloud,calm,1/2moon behind cloud, at: 16(235 counts calc. frm fm22#26831 counts, trans 1&6, depths 5-15 m, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile survey,6,1985-07-30,SIMRAD               2,10,"overcast,breeze; AT @0000hr 17 deg C, ST 21 deg C count at trans 3, 10-15 m strata minimum, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile survey,6,1985-07-31,FURUNO FM 22         1,10,"100%, breeze, drizzle, moon present but obs. AT: 17 0c (0000), Wt: 21 0c FM-22, #7713, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile survey,6,1985-09-19,SIMRAD               2,10,"50->100% cloud by 01:00, light to moderate wind. 1st 1/4 moon, rise 20:00, set 22:00, At: 11 0c, Wt: 17 0c, PR counter."
TARGET85.DAT,Hobiton Lk          Juvenile survey,6,1985-09-20,FURUNO FM 22         1,10,"50-100%, light-mod winds, no ppt. 1/4 moon 2000-2200, At: 11 0c, Wt: 17 0c, PR counter."
TARGET85.DAT,Ian Lk              Juvenile survey,26,1985-08-31,SIMRAD               2,10,"20-70%, calm-light, moon rise 2000, full At: 13.5 0c (0000), Wt: 15 0c, JC 851231 Juvenile, Adult targets=2yrs?"
TARGET85.DAT,Jansen Lk           Juvenile Survey,108,1985-08-24,SIMRAD               2,10,"10%, strong wind, 1/2 moon before sunset- 2215, At: 13 0c, Wt: 18 0c, JC 85082, strong winds=lateral drift"
TARGET85.DAT,Jansen Lk           Juvenile Survey,108,1985-11-08,SIMRAD               2,10,"variable, 0-50%, light winds, no ppt, At: 4.5 0c (0000), Wt: 9.0 0c, JC 860102."
TARGET85.DAT,"KCA                  Juvenile survey, 2 nights",40,1985-04-03,SIMRAD               2,10,"clear->cloudy,calm,full moon drizzle 2nd night; trans 1, 10-20m ; trans 2 & 3, PR COUNTER"
TARGET85.DAT,KCA                 JUVENILE SURVEY,40,1985-09-17,SIMRAD               2,10,"clear,light breeze; AT 13 0c (0000), Wt: 17 0c, trans 6, 5-10 m strata, min. count, PR COUNTER."
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-01-23,SIMRAD               2,10,"0/100%, calm, no moon, At: 5/9.5 0c (2045/1830) Wt: 6 0c, JC 851204."
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-01-25,FURUNO FM 22         1,10,"100%, no ppt, calm, 3/4 moon, Wt: 14.5 0c, At: 4.5 0c (0000) JC 851022."
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-01-26,FURUNO FM 22         1,10,"variable 0-100%, calm, no moon, no ppt, At: 6/9.5 0c (1830), Wt: 6 0c, PR 850205."
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-01-27,SIMRAD               2,10,"0/100%, calm, no pppt, no moon, At: 6/9.5 0c (1815 Wt: 6 0c, PR 850206,"
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-04-02,SIMRAD               2,10,"0% (fog), light drizzle, full moon, calm, At: 6 0c At: 6.5/7.0 0c (2000), Wt: 6 0c, JC 061285."
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-06-01,SIMRAD               2,10,"10-100%, calm, no ppt, 3/4 moon, Wt: 14.5 0c, JC 851202"
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-06-29,SIMRAD               2,10,"0%, breeze, no ppt, 3/4 moon, At: 15/14 0c (2300), Wt: 20 0c, JC 851129"
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-06-30,FURUNO FM 22         1,10,"clear, light breeze, 3/4 moon, AT 15 @2300hr, ST 2 Furuno #7713, PR COUNTER."
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-07-10,SIMRAD               2,10,"clear, rippled, 1/2 -1/4 moon by 0315, Wt: 20.5 0c At: 17.5 0c (2315), PR counter."
TARGET85.DAT,KCA                 Juvenile Survey,40,1985-07-11,SIMRAD               2,10,"0%, light winds, no ppt, 1/4-1/2 moon up by 0315, At: 17.5 (2315), Wt: 20 0c, JC 851203"
